attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,4142
Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,1438.3
Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,2202
Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Blue,3591
Attrited Customer,49,M,3,College,Married,$120K +,Blue,4781
Existing Customer,58,F,0,Unknown,Married,Less than $40K,Blue,3832
Existing Customer,53,M,3,High School,Married,$120K +,Blue,9025
Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,Blue,11627
Existing Customer,61,F,1,College,Married,Unknown,Blue,5686
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,2636
Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,1438.3
Existing Customer,43,F,5,High School,Single,Less than $40K,Blue,4976
Existing Customer,38,F,3,High School,Single,Unknown,Blue,13951
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,14370
Existing Customer,60,M,1,High School,Single,$40K - $60K,Silver,21681
Existing Customer,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,2634
Existing Customer,37,F,2,High School,Single,$40K - $60K,Blue,2204
Existing Customer,48,F,1,Unknown,Unknown,$40K - $60K,Blue,2447
Existing Customer,60,F,0,Unknown,Single,Unknown,Blue,3068
Attrited Customer,48,F,3,Graduate,Single,Less than $40K,Blue,1502
Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,4181
Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,3136
Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,4478
Attrited Customer,60,F,1,Uneducated,Single,Unknown,Blue,7359
Existing Customer,52,M,4,Graduate,Single,$40K - $60K,Blue,13090
Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,6849
Existing Customer,36,F,4,Uneducated,Married,Less than $40K,Blue,4228
Existing Customer,49,F,3,Graduate,Married,$40K - $60K,Blue,5678
Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,3964
Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,7970
Existing Customer,36,F,0,College,Unknown,Unknown,Blue,4692
Attrited Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,1942
Attrited Customer,40,M,4,Graduate,Divorced,$40K - $60K,Blue,5821
Existing Customer,48,F,4,Post-Graduate,Unknown,Less than $40K,Blue,2357
Existing Customer,54,F,0,Unknown,Married,Unknown,Blue,8294
Existing Customer,32,F,3,Post-Graduate,Married,$40K - $60K,Blue,3174
Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,1852
Attrited Customer,47,M,3,Uneducated,Single,$40K - $60K,Blue,1809
Existing Customer,48,F,1,Graduate,Divorced,$40K - $60K,Blue,3503
Existing Customer,52,M,5,Doctorate,Single,$40K - $60K,Silver,17835
Existing Customer,45,M,2,Uneducated,Married,$120K +,Blue,3383
Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,7128
Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,3815
Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,1902
Existing Customer,43,F,1,Uneducated,Divorced,Less than $40K,Blue,2077
Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,2514
Existing Customer,56,M,4,High School,Single,$80K - $120K,Blue,34516
Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,2144
Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,5951
Existing Customer,54,F,3,High School,Divorced,Unknown,Blue,4806
Existing Customer,42,F,3,Graduate,Single,Unknown,Blue,16612
Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,2799
Existing Customer,63,M,0,Unknown,Single,$40K - $60K,Silver,18064
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,2560
Existing Customer,42,F,3,Uneducated,Married,Less than $40K,Blue,5821
Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,2057
Existing Customer,49,F,5,High School,Divorced,Less than $40K,Blue,1972
Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,2675
Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,6223
Existing Customer,44,F,4,High School,Single,Unknown,Blue,7632
Existing Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,3258
Existing Customer,46,M,3,High School,Single,$60K - $80K,Silver,34516
Existing Customer,49,F,1,High School,Divorced,$40K - $60K,Blue,3054
Existing Customer,35,F,2,Doctorate,Single,Less than $40K,Blue,1438.3
Attrited Customer,50,M,3,Uneducated,Single,$120K +,Blue,7970
Attrited Customer,55,F,1,Unknown,Single,Less than $40K,Blue,1836
Existing Customer,47,M,3,Graduate,Unknown,$120K +,Blue,9397
Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,1601
Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,34516
Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,1822
Existing Customer,41,M,4,High School,Married,Less than $40K,Blue,1614
Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,1491
Existing Customer,28,F,1,Graduate,Divorced,Less than $40K,Blue,2543
Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,3462
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,1699
Attrited Customer,46,F,3,Graduate,Married,Unknown,Blue,13095
Existing Customer,47,M,5,Unknown,Single,$60K - $80K,Blue,8823
Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,4429
Attrited Customer,58,F,4,High School,Married,Unknown,Blue,5396
Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,2418
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,2086
Attrited Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,1899
Existing Customer,43,M,5,Graduate,Single,$40K - $60K,Blue,7564
Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,13116
Existing Customer,35,F,4,Doctorate,Married,Less than $40K,Blue,1438.3
Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,3716
Existing Customer,50,F,1,Unknown,Married,Less than $40K,Blue,3069
Attrited Customer,51,F,1,High School,Single,Less than $40K,Blue,2006
Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,2948
Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,1438.3
Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,1438.3
Existing Customer,58,F,3,Graduate,Married,$40K - $60K,Blue,4669
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Silver,13994
Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,8760
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,1688
Existing Customer,46,F,2,College,Married,Unknown,Blue,9881
Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Blue,4534
Existing Customer,57,F,4,Uneducated,Single,Less than $40K,Blue,3545
Existing Customer,57,F,2,College,Single,Less than $40K,Blue,1857
Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,3334
Attrited Customer,55,F,3,Unknown,Single,$40K - $60K,Blue,2496
Existing Customer,41,F,3,College,Married,Less than $40K,Blue,1438.3
Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,1438.3
Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,9357
Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,2423
Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue,1936
Existing Customer,43,M,1,Graduate,Divorced,$60K - $80K,Blue,1783
Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,1438.3
Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Silver,10580
Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,4597
Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,1656
Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,3279
Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,2578
Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,4068
Attrited Customer,42,F,4,Graduate,Married,Less than $40K,Blue,2128
Attrited Customer,45,F,2,Doctorate,Married,Less than $40K,Blue,2704
Existing Customer,38,F,3,Post-Graduate,Unknown,Less than $40K,Blue,1878
Existing Customer,46,F,3,College,Married,Unknown,Blue,10600
Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,9909
Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,1665
Attrited Customer,50,M,1,Graduate,Divorced,$120K +,Blue,1656
Existing Customer,53,M,1,High School,Unknown,$80K - $120K,Blue,14111
Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,2012
Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,2837
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,1709
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,5714
Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,5071
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,24028
Existing Customer,31,F,2,Post-Graduate,Unknown,Unknown,Blue,13882
Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,3585
Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,9124
Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,2705
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,1936
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,8051
Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue,3635
Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,2532
Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,2028
Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,Blue,4304
Existing Customer,46,F,3,Graduate,Unknown,Unknown,Blue,6644
Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,1830
Existing Customer,37,M,2,Uneducated,Married,$120K +,Blue,7607
Attrited Customer,55,F,3,Graduate,Single,Less than $40K,Blue,2060
Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,1438.3
Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,3126
Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,6885
Attrited Customer,42,M,4,High School,Unknown,$60K - $80K,Blue,1871
Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,2787
Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,1867
Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue,1438.3
Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,2473
Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,4640
Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,2712
Attrited Customer,46,F,3,Graduate,Unknown,Unknown,Blue,8869
Attrited Customer,51,F,4,Graduate,Married,Unknown,Blue,3853
Existing Customer,53,F,3,College,Married,Less than $40K,Blue,1438.3
Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,14409
Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue,1665
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,2639
Existing Customer,59,F,2,High School,Married,Less than $40K,Blue,2338
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,2774
Existing Customer,57,F,1,College,Single,Unknown,Blue,4283
Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,6263
Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue,2317
Existing Customer,55,F,2,College,Divorced,Less than $40K,Blue,2239
Existing Customer,41,F,1,College,Married,Less than $40K,Blue,2225
Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,1519
Existing Customer,48,F,5,Uneducated,Married,Unknown,Blue,5495
Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,2141
Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,2616
Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,Blue,5494
Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,2003
Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,2092
Existing Customer,44,M,0,High School,Single,$60K - $80K,Blue,6606
Existing Customer,42,F,4,College,Married,Unknown,Blue,7102
Existing Customer,51,F,2,Unknown,Married,Less than $40K,Silver,13812
Existing Customer,56,M,1,Graduate,Single,$60K - $80K,Blue,7075
Existing Customer,44,M,1,College,Single,$40K - $60K,Blue,4274
Existing Customer,47,F,3,High School,Single,Less than $40K,Blue,2317
Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,2888
Existing Customer,44,F,4,College,Single,Unknown,Blue,12310
Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,1622
Attrited Customer,45,F,4,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,40,M,3,Unknown,Single,$80K - $120K,Blue,12559
Existing Customer,56,F,1,Uneducated,Unknown,$40K - $60K,Blue,2929
Attrited Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,1438.3
Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,2319
Existing Customer,37,F,2,Uneducated,Married,Unknown,Blue,7927
Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,1720
Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,3642
Existing Customer,49,F,3,High School,Married,$40K - $60K,Blue,3881
Existing Customer,47,M,3,Doctorate,Unknown,$120K +,Blue,6143
Existing Customer,42,F,1,Unknown,Married,Less than $40K,Blue,1438.3
Existing Customer,52,F,4,College,Unknown,Less than $40K,Blue,2035
Attrited Customer,47,F,2,High School,Married,Less than $40K,Blue,3899
Existing Customer,52,F,1,Unknown,Single,$40K - $60K,Blue,1981
Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,2422
Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,11964
Existing Customer,50,F,4,College,Married,Unknown,Blue,3862
Existing Customer,46,M,2,College,Married,$80K - $120K,Blue,33142
Existing Customer,40,M,2,High School,Single,$120K +,Silver,34516
Attrited Customer,42,F,4,High School,Married,Less than $40K,Blue,3454
Existing Customer,29,F,2,Graduate,Married,Less than $40K,Blue,2732
Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,1687
Attrited Customer,43,F,3,Graduate,Married,Less than $40K,Blue,3523
Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,5773
Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,4462
Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue,3976
Existing Customer,55,F,3,College,Single,Less than $40K,Blue,2679
Existing Customer,49,F,4,Unknown,Married,$40K - $60K,Blue,1564
Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,1536
Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue,2375
Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,2719
Existing Customer,53,F,4,Graduate,Divorced,$40K - $60K,Blue,3369
Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue,3173
Existing Customer,47,F,2,High School,Unknown,Less than $40K,Blue,3139
Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,2140
Existing Customer,56,F,3,Uneducated,Single,Less than $40K,Blue,2258
Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,2423
Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,2376
Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue,1690
Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,8583
Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,2996
Existing Customer,49,F,1,Post-Graduate,Single,Unknown,Blue,2880
Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,34516
Existing Customer,36,F,2,Doctorate,Single,Unknown,Blue,6966
Attrited Customer,36,M,3,College,Married,$120K +,Blue,11316
Existing Customer,38,F,0,High School,Single,Less than $40K,Blue,1438.3
Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,11362
Attrited Customer,52,F,0,Doctorate,Married,Unknown,Blue,7210
Existing Customer,55,F,4,College,Single,Unknown,Blue,7790
Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue,2023
Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,9117
Existing Customer,41,F,2,Doctorate,Unknown,Less than $40K,Blue,1801
Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,8787
Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,27436
Existing Customer,65,F,2,Doctorate,Single,Less than $40K,Blue,2195
Existing Customer,46,M,4,College,Married,$80K - $120K,Blue,13734
Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,2731
Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,2453
Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue,7451
Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,2644
Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver,34516
Existing Customer,41,M,5,Graduate,Married,$60K - $80K,Blue,4575
Existing Customer,51,F,1,College,Single,Less than $40K,Blue,4860
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,1438.3
Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,1690
Existing Customer,39,M,5,Uneducated,Married,$40K - $60K,Blue,1438.3
Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,24512
Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue,1654
Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Blue,21430
Existing Customer,50,M,1,Graduate,Married,$120K +,Silver,34516
Existing Customer,37,M,4,Uneducated,Married,$40K - $60K,Blue,1438.3
Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,2800
Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,3117
Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,2558
Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue,10061
Existing Customer,45,F,4,Graduate,Unknown,Unknown,Blue,3416
Existing Customer,39,F,3,Graduate,Married,Unknown,Blue,9371
Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,3147
Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,1554
Attrited Customer,47,F,5,Uneducated,Single,Unknown,Blue,3502
Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,2712
Existing Customer,59,F,0,College,Married,Less than $40K,Blue,1438.3
Existing Customer,39,M,3,High School,Married,$120K +,Blue,3281
Attrited Customer,35,F,5,High School,Married,$40K - $60K,Blue,1438.3
Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,2469
Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,3497
Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,2505
Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,2763
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,2081
Attrited Customer,55,F,3,Graduate,Married,Unknown,Blue,2815
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,1737
Existing Customer,52,F,4,High School,Single,Unknown,Blue,9078
Attrited Customer,46,M,5,Uneducated,Unknown,$40K - $60K,Blue,6185
Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,2069
Attrited Customer,45,M,3,Uneducated,Married,$80K - $120K,Blue,9234
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,2684
Existing Customer,48,F,3,High School,Married,$40K - $60K,Blue,2151
Existing Customer,52,M,2,College,Single,$60K - $80K,Blue,2749
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,1980
Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,4232
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,43,F,2,Uneducated,Unknown,Unknown,Blue,6931
Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,3302
Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,4235
Existing Customer,51,F,2,Doctorate,Married,Unknown,Blue,6501
Existing Customer,34,F,1,Graduate,Single,Unknown,Blue,6376
Attrited Customer,33,F,3,Graduate,Single,Less than $40K,Blue,1457
Existing Customer,38,F,3,Unknown,Married,$40K - $60K,Blue,5576
Existing Customer,56,F,3,College,Single,Unknown,Blue,1438.3
Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,2478
Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,3650
Existing Customer,52,F,2,Unknown,Divorced,Less than $40K,Blue,2111
Existing Customer,30,F,0,High School,Single,Unknown,Blue,12917
Attrited Customer,56,M,2,High School,Single,$120K +,Blue,7327
Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,13324
Existing Customer,34,M,2,High School,Unknown,$80K - $120K,Blue,11154
Existing Customer,43,F,1,Graduate,Divorced,Unknown,Blue,9535
Attrited Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,10226
Existing Customer,37,F,5,Unknown,Married,Less than $40K,Blue,2140
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,2904
Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,1770
Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,1534
Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,2170
Existing Customer,53,M,1,Unknown,Single,$120K +,Blue,10001
Existing Customer,56,F,3,High School,Married,Unknown,Blue,4169
Existing Customer,65,M,1,College,Single,Less than $40K,Blue,5363
Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,3206
Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,18085
Existing Customer,61,F,0,Post-Graduate,Married,$40K - $60K,Blue,2566
Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,1438.3
Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue,6812
Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue,2700
Existing Customer,50,F,3,Post-Graduate,Married,Unknown,Blue,5471
Existing Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,4332
Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,2447
Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,1783
Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,11761
Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,2340
Existing Customer,45,F,5,Uneducated,Single,Less than $40K,Blue,2859
Existing Customer,37,M,3,High School,Married,$40K - $60K,Blue,2523
Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,4776
Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,2697
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,3542
Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue,34516
Existing Customer,40,F,4,Post-Graduate,Married,Unknown,Blue,8823
Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,1764
Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,3492
Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,2977
Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver,30976
Existing Customer,43,M,5,High School,Married,$60K - $80K,Blue,2810
Existing Customer,39,F,1,Unknown,Single,Less than $40K,Blue,1438.3
Existing Customer,44,M,3,High School,Single,$40K - $60K,Blue,8997
Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,2002
Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,4998
Existing Customer,37,F,2,Post-Graduate,Married,Less than $40K,Blue,2310
Existing Customer,54,F,2,High School,Married,$40K - $60K,Blue,3892
Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,2345
Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,2135
Existing Customer,50,F,2,Unknown,Single,Less than $40K,Blue,2528
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,3397
Existing Customer,49,M,0,Doctorate,Married,$60K - $80K,Blue,19719
Existing Customer,41,F,3,Graduate,Married,Unknown,Blue,15292
Existing Customer,52,M,1,High School,Married,$120K +,Blue,31733
Attrited Customer,54,F,4,High School,Single,$40K - $60K,Blue,1438.3
Attrited Customer,54,F,2,Post-Graduate,Married,Less than $40K,Blue,1638
Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,2775
Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,2547
Existing Customer,50,F,1,Graduate,Married,Unknown,Blue,5708
Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,19838
Attrited Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,1789
Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,2284
Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,11535
Existing Customer,28,F,0,Unknown,Married,Unknown,Blue,3524
Existing Customer,58,M,2,High School,Single,$60K - $80K,Silver,30186
Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,1438.3
Existing Customer,40,F,3,Unknown,Married,Less than $40K,Blue,1620
Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,4038
Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,2078
Existing Customer,51,F,4,Graduate,Married,Less than $40K,Blue,1571
Existing Customer,43,M,3,College,Married,$80K - $120K,Blue,4726
Existing Customer,56,F,4,Post-Graduate,Unknown,Less than $40K,Blue,4604
Existing Customer,48,M,1,College,Single,$80K - $120K,Silver,34516
Existing Customer,56,M,2,Graduate,Married,$40K - $60K,Blue,1438.3
Existing Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,2680
Attrited Customer,41,F,3,College,Married,$40K - $60K,Blue,4312
Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,2205
Existing Customer,44,F,3,College,Married,Less than $40K,Blue,2679
Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,34516
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,3378
Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,1793
Existing Customer,59,F,0,Graduate,Divorced,Less than $40K,Blue,2228
Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,2577
Attrited Customer,39,F,1,Graduate,Married,Less than $40K,Blue,1462
Attrited Customer,50,F,4,Graduate,Married,Less than $40K,Blue,4038
Attrited Customer,35,F,1,Unknown,Divorced,Unknown,Blue,1438.3
Existing Customer,34,F,2,Unknown,Divorced,Less than $40K,Blue,4408
Existing Customer,46,F,5,High School,Married,Unknown,Blue,4163
Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,7201
Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,1883
Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,3308
Existing Customer,65,F,0,College,Single,Less than $40K,Blue,2022
Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,8597
Existing Customer,38,F,2,College,Married,Unknown,Blue,4693
Existing Customer,52,F,1,Graduate,Unknown,Less than $40K,Blue,2873
Existing Customer,39,F,3,High School,Divorced,$40K - $60K,Blue,3400
Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,2405
Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,34516
Existing Customer,44,M,2,College,Married,$80K - $120K,Blue,8241
Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,1438.3
Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,2608
Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,2359
